PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29729254","Physical exercise reserved amyloid-beta induced brain dysfunctions by regulating hippocampal neurogenesis and inflammatory response via MAPK signaling","Sun LN, Qi JS, Gao R.","Brain Res. 2018 Oct 15;1697:1-9. doi: 10.1016/j.brainres.2018.04.040. Epub 2018 May 2.","Sun LN","Brain Res","2018","2018/05/06","","","10.1016/j.brainres.2018.04.040"
"29593115","Do detour tasks provide accurate assays of inhibitory control?","van Horik JO, Langley EJG, Whiteside MA, Laker PR, Beardsworth CE, Madden JR.","Proc Biol Sci. 2018 Mar 28;285(1875):20180150. doi: 10.1098/rspb.2018.0150.","van Horik JO","Proc Biol Sci","2018","2018/03/30","PMC5897648","","10.1098/rspb.2018.0150"
"28211449","Translational use of event-related potentials to assess circuit integrity in ASD","Modi ME, Sahin M.","Nat Rev Neurol. 2017 Mar;13(3):160-170. doi: 10.1038/nrneurol.2017.15. Epub 2017 Feb 17.","Modi ME","Nat Rev Neurol","2017","2017/02/18","","","10.1038/nrneurol.2017.15"
"27229758","The water maze paradigm in experimental studies of chronic cognitive disorders: Theory, protocols, analysis, and inference","Kapadia M, Xu J, Sakic B.","Neurosci Biobehav Rev. 2016 Sep;68:195-217. doi: 10.1016/j.neubiorev.2016.05.016. Epub 2016 May 24.","Kapadia M","Neurosci Biobehav Rev","2016","2016/05/28","","","10.1016/j.neubiorev.2016.05.016"
"32180368","Must all signals be evolved? A proposal for a new classification of communicative acts","Fröhlich M, van Schaik CP.","Wiley Interdiscip Rev Cogn Sci. 2020 Jul;11(4):e1527. doi: 10.1002/wcs.1527. Epub 2020 Mar 16.","Fröhlich M","Wiley Interdiscip Rev Cogn Sci","2020","2020/03/18","","","10.1002/wcs.1527"
"28199322","Keas Perform Similarly to Chimpanzees and Elephants when Solving Collaborative Tasks","Heaney M, Gray RD, Taylor AH.","PLoS One. 2017 Feb 15;12(2):e0169799. doi: 10.1371/journal.pone.0169799. eCollection 2017.","Heaney M","PLoS One","2017","2017/02/16","PMC5310852","","10.1371/journal.pone.0169799"
"28343142","Circuit mechanisms of sleepiness and cataplexy in narcolepsy","Pintwala S, Peever J.","Curr Opin Neurobiol. 2017 Jun;44:50-58. doi: 10.1016/j.conb.2017.02.010. Epub 2017 Mar 23.","Pintwala S","Curr Opin Neurobiol","2017","2017/03/27","","","10.1016/j.conb.2017.02.010"
"29635888","Repetitive and compulsive-like behaviors lead to cognitive dysfunction in Disc1(Δ2-3/Δ2-3) mice","Wulaer B, Nagai T, Sobue A, Itoh N, Kuroda K, Kaibuchi K, Nabeshima T, Yamada K.","Genes Brain Behav. 2018 Nov;17(8):e12478. doi: 10.1111/gbb.12478. Epub 2018 Apr 30.","Wulaer B","Genes Brain Behav","2018","2018/04/11","","","10.1111/gbb.12478"
"27179170","Genetic Studies in Intellectual Disability and Behavioral Impairment","Mehregan H, Najmabadi H, Kahrizi K.","Arch Iran Med. 2016 May;19(5):363-75.","Mehregan H","Arch Iran Med","2016","2016/05/15","","",""
"31976026","Study on the Multitarget Synergistic Effects of Kai-Xin-San against Alzheimer's Disease Based on Systems Biology","Guo S, Wang J, Wang Y, Zhang Y, Bi K, Zhang Z, Li Q.","Oxid Med Cell Longev. 2019 Dec 31;2019:1707218. doi: 10.1155/2019/1707218. eCollection 2019.","Guo S","Oxid Med Cell Longev","2019","2020/01/25","PMC6955139","","10.1155/2019/1707218"
"25779210","Using temporal orientation, category fluency, and word recall for detecting cognitive impairment: the 10-point cognitive screener (10-CS)","Apolinario D, Lichtenthaler DG, Magaldi RM, Soares AT, Busse AL, Amaral JR, Jacob-Filho W, Brucki SM.","Int J Geriatr Psychiatry. 2016 Jan;31(1):4-12. doi: 10.1002/gps.4282. Epub 2015 Mar 16.","Apolinario D","Int J Geriatr Psychiatry","2016","2015/03/18","","","10.1002/gps.4282"
"32440277","Personality traits covary with individual differences in inhibitory abilities in 2 species of fish","Lucon-Xiccato T, Montalbano G, Bertolucci C.","Curr Zool. 2020 Apr;66(2):187-195. doi: 10.1093/cz/zoz039. Epub 2019 Aug 8.","Lucon-Xiccato T","Curr Zool","2020","2020/05/23","PMC7233618","","10.1093/cz/zoz039"
"30590067","Conditioned hormonal responses: A systematic review in animals and humans","Skvortsova A, Veldhuijzen DS, Kloosterman IEM, Meijer OC, van Middendorp H, Pacheco-Lopez G, Evers AWM.","Front Neuroendocrinol. 2019 Jan;52:206-218. doi: 10.1016/j.yfrne.2018.12.005. Epub 2018 Dec 25.","Skvortsova A","Front Neuroendocrinol","2019","2018/12/28","","","10.1016/j.yfrne.2018.12.005"
"27308892","Cognition enhancing effect of the aqueous extract of Cinnamomum zeylanicum on non-transgenic Alzheimer's disease rat model: Biochemical, histological, and behavioural studies","Madhavadas S, Subramanian S.","Nutr Neurosci. 2017 Nov;20(9):526-537. doi: 10.1080/1028415X.2016.1194593. Epub 2016 Jun 16.","Madhavadas S","Nutr Neurosci","2017","2016/06/17","","","10.1080/1028415X.2016.1194593"
"32781947","Ants resort to heuristics when facing relational-learning tasks they cannot solve","Oberhauser FB, Koch A, De Agrò M, Rex K, Czaczkes TJ.","Proc Biol Sci. 2020 Aug 12;287(1932):20201262. doi: 10.1098/rspb.2020.1262. Epub 2020 Aug 12.","Oberhauser FB","Proc Biol Sci","2020","2020/08/13","PMC7575519","","10.1098/rspb.2020.1262"
"27372643","Partial Amelioration of Synaptic and Cognitive Deficits by Inhibiting Cofilin Dephosphorylation in an Animal Model of Alzheimer's Disease","Deng Y, Wei J, Cheng J, Zhong P, Xiong Z, Liu A, Lin L, Chen S, Yan Z.","J Alzheimers Dis. 2016 Jun 28;53(4):1419-32. doi: 10.3233/JAD-160167.","Deng Y","J Alzheimers Dis","2016","2016/07/04","","","10.3233/JAD-160167"
"28761554","Towards neuro-inspired symbolic models of cognition: linking neural dynamics to behaviors through asynchronous communications","Bonzon P.","Cogn Neurodyn. 2017 Aug;11(4):327-353. doi: 10.1007/s11571-017-9435-3. Epub 2017 Apr 1.","Bonzon P","Cogn Neurodyn","2017","2017/08/02","PMC5509613","","10.1007/s11571-017-9435-3"
"31782760","Regional differences in Alzheimer's disease pathology confound behavioural rescue after amyloid-β attenuation","Morrone CD, Bazzigaluppi P, Beckett TL, Hill ME, Koletar MM, Stefanovic B, McLaurin J.","Brain. 2020 Jan 1;143(1):359-373. doi: 10.1093/brain/awz371.","Morrone CD","Brain","2020","2019/11/30","PMC6935751","","10.1093/brain/awz371"
"28931441","Tracking progressive pathological and functional decline in the rTg4510 mouse model of tauopathy","Blackmore T, Meftah S, Murray TK, Craig PJ, Blockeel A, Phillips K, Eastwood B, O'Neill MJ, Marston H, Ahmed Z, Gilmour G, Gastambide F.","Alzheimers Res Ther. 2017 Sep 20;9(1):77. doi: 10.1186/s13195-017-0306-2.","Blackmore T","Alzheimers Res Ther","2017","2017/09/22","PMC5607580","","10.1186/s13195-017-0306-2"
"32085610","Safety and Neuroprotective Efficacy of Palm Oil and Tocotrienol-Rich Fraction from Palm Oil: A Systematic Review","Ismail M, Alsalahi A, Imam MU, Ooi J, Khaza'ai H, Aljaberi MA, Shamsudin MN, Idrus Z.","Nutrients. 2020 Feb 18;12(2):521. doi: 10.3390/nu12020521.","Ismail M","Nutrients","2020","2020/02/23","PMC7071496","","10.3390/nu12020521"
"28802936","Nonmotor Symptoms in Experimental Models of Parkinson's Disease","Titova N, Schapira AHV, Chaudhuri KR, Qamar MA, Katunina E, Jenner P.","Int Rev Neurobiol. 2017;133:63-89. doi: 10.1016/bs.irn.2017.05.018. Epub 2017 Jul 10.","Titova N","Int Rev Neurobiol","2017","2017/08/14","","","10.1016/bs.irn.2017.05.018"
"28480502","Enriched environment attenuates behavioral seizures and depression in chronic temporal lobe epilepsy","Vrinda M, Sasidharan A, Aparna S, Srikumar BN, Kutty BM, Shankaranarayana Rao BS.","Epilepsia. 2017 Jul;58(7):1148-1158. doi: 10.1111/epi.13767. Epub 2017 May 8.","Vrinda M","Epilepsia","2017","2017/05/09","","","10.1111/epi.13767"
"29997270","[Mild Exercise Results in Robust Brain Activation and Increased Memory Function]","Soya H, Okamoto M, Jangsoo Y, Koizumi H.","Brain Nerve. 2018 Jul;70(7):745-752. doi: 10.11477/mf.1416201075.","Soya H","Brain Nerve","2018","2018/07/13","","","10.11477/mf.1416201075"
"30156119","Probucol prevents blood-brain barrier dysfunction and cognitive decline in mice maintained on pro-diabetic diet","Mamo JC, Lam V, Brook E, Mooranian A, Al-Salami H, Fimognari N, Nesbit M, Takechi R.","Diab Vasc Dis Res. 2019 Jan;16(1):87-97. doi: 10.1177/1479164118795274. Epub 2018 Aug 29.","Mamo JC","Diab Vasc Dis Res","2019","2018/08/30","","","10.1177/1479164118795274"
"30866842","Effects of early- and mid-life stress on DNA methylation of genes associated with subclinical cardiovascular disease and cognitive impairment: a systematic review","Vidrascu EM, Bashore AC, Howard TD, Moore JB.","BMC Med Genet. 2019 Mar 12;20(1):39. doi: 10.1186/s12881-019-0764-4.","Vidrascu EM","BMC Med Genet","2019","2019/03/15","PMC6417232","","10.1186/s12881-019-0764-4"
"30153843","APP21 transgenic rats develop age-dependent cognitive impairment and microglia accumulation within white matter tracts","Weishaupt N, Liu Q, Shin S, Singh R, Agca Y, Agca C, Hachinski V, Whitehead SN.","J Neuroinflammation. 2018 Aug 28;15(1):241. doi: 10.1186/s12974-018-1273-7.","Weishaupt N","J Neuroinflammation","2018","2018/08/30","PMC6114740","","10.1186/s12974-018-1273-7"
"32982822","Validity of Cognitive Tests for Non-human Animals: Pitfalls and Prospects","Schubiger MN, Fichtel C, Burkart JM.","Front Psychol. 2020 Aug 31;11:1835. doi: 10.3389/fpsyg.2020.01835. eCollection 2020.","Schubiger MN","Front Psychol","2020","2020/09/28","PMC7488350","","10.3389/fpsyg.2020.01835"
"27100195","Marmosets: A Neuroscientific Model of Human Social Behavior","Miller CT, Freiwald WA, Leopold DA, Mitchell JF, Silva AC, Wang X.","Neuron. 2016 Apr 20;90(2):219-33. doi: 10.1016/j.neuron.2016.03.018.","Miller CT","Neuron","2016","2016/04/22","PMC4840471","NIHMS772769","10.1016/j.neuron.2016.03.018"
"31349006","Ozone Inhibits APP/Aβ Production and Improves Cognition in an APP/PS1 Transgenic Mouse Model","Lin SY, Ma J, An JX, Qian XY, Wang Y, Cope DK, Williams JP.","Neuroscience. 2019 Oct 15;418:110-121. doi: 10.1016/j.neuroscience.2019.07.027. Epub 2019 Jul 23.","Lin SY","Neuroscience","2019","2019/07/27","","","10.1016/j.neuroscience.2019.07.027"
"29844403","The novel histone de acetylase 6 inhibitor, MPT0G211, ameliorates tau phosphorylation and cognitive deficits in an Alzheimer's disease model","Fan SJ, Huang FI, Liou JP, Yang CR.","Cell Death Dis. 2018 May 29;9(6):655. doi: 10.1038/s41419-018-0688-5.","Fan SJ","Cell Death Dis","2018","2018/05/31","PMC5974403","","10.1038/s41419-018-0688-5"
"28398234","Down-Regulated Drebrin Aggravates Cognitive Impairments in a Mouse Model of Alzheimer's Disease","Liu Y, Xu Y, Zhang L, Huang L, Yu P, Zhu H, Deng W, Qin C.","Int J Mol Sci. 2017 Apr 11;18(4):800. doi: 10.3390/ijms18040800.","Liu Y","Int J Mol Sci","2017","2017/04/12","PMC5412384","","10.3390/ijms18040800"
"28482003","Coenzyme Q10 reduces sevoflurane-induced cognitive deficiency in young mice","Xu G, Lu H, Dong Y, Shapoval D, Soriano SG, Liu X, Zhang Y, Xie Z.","Br J Anaesth. 2017 Sep 1;119(3):481-491. doi: 10.1093/bja/aex071.","Xu G","Br J Anaesth","2017","2017/05/09","","","10.1093/bja/aex071"
"28093254","Risperidone ameliorated Aβ(1-42)-induced cognitive and hippocampal synaptic impairments in mice","Wu L, Feng X, Li T, Sun B, Khan MZ, He L.","Behav Brain Res. 2017 Mar 30;322(Pt A):145-156. doi: 10.1016/j.bbr.2017.01.020. Epub 2017 Jan 16.","Wu L","Behav Brain Res","2017","2017/01/18","","","10.1016/j.bbr.2017.01.020"
"27109920","Icariside II, a novel phosphodiesterase-5 inhibitor, attenuates streptozotocin-induced cognitive deficits in rats","Yin C, Deng Y, Gao J, Li X, Liu Y, Gong Q.","Neuroscience. 2016 Jul 22;328:69-79. doi: 10.1016/j.neuroscience.2016.04.022. Epub 2016 Apr 22.","Yin C","Neuroscience","2016","2016/04/26","","","10.1016/j.neuroscience.2016.04.022"
"30294877","Editors' Introduction and Review: Sociolinguistic Variation and Cognitive Science","Chevrot JP, Drager K, Foulkes P.","Top Cogn Sci. 2018 Oct;10(4):679-695. doi: 10.1111/tops.12384. Epub 2018 Oct 7.","Chevrot JP","Top Cogn Sci","2018","2018/10/09","","","10.1111/tops.12384"
"27988490","Hydrogen Sulfide Ameliorates Homocysteine-Induced Cognitive Dysfunction by Inhibition of Reactive Aldehydes Involving Upregulation of ALDH2","Li M, Zhang P, Wei HJ, Li MH, Zou W, Li X, Gu HF, Tang XQ.","Int J Neuropsychopharmacol. 2017 Apr 1;20(4):305-315. doi: 10.1093/ijnp/pyw103.","Li M","Int J Neuropsychopharmacol","2017","2016/12/19","PMC5409037","","10.1093/ijnp/pyw103"
"27825934","Social behaviors and acoustic vocalizations in different strains of mice","Faure A, Pittaras E, Nosjean A, Chabout J, Cressant A, Granon S.","Behav Brain Res. 2017 Mar 1;320:383-390. doi: 10.1016/j.bbr.2016.11.003. Epub 2016 Nov 4.","Faure A","Behav Brain Res","2017","2016/11/10","","","10.1016/j.bbr.2016.11.003"
"31325514","Protective effect of exercise training against the progression of Alzheimer's disease in 3xTg-AD mice","Kim D, Cho J, Kang H.","Behav Brain Res. 2019 Nov 18;374:112105. doi: 10.1016/j.bbr.2019.112105. Epub 2019 Jul 17.","Kim D","Behav Brain Res","2019","2019/07/21","","","10.1016/j.bbr.2019.112105"
"28416379","Editorial: Feline behavior and cognition","Udell MAR, Shreve KRV.","Behav Processes. 2017 Aug;141(Pt 3):259-260. doi: 10.1016/j.beproc.2017.04.005. Epub 2017 Apr 14.","Udell MAR","Behav Processes","2017","2017/04/19","","","10.1016/j.beproc.2017.04.005"
"31127268","Von Uexküll Revisited: Addressing Human Biases in the Study of Animal Perception","Caves EM, Nowicki S, Johnsen S.","Integr Comp Biol. 2019 Dec 1;59(6):1451-1462. doi: 10.1093/icb/icz073.","Caves EM","Integr Comp Biol","2019","2019/05/26","","","10.1093/icb/icz073"
"26553159","The Effects of Testosterone Supplementation on Cognitive Functioning in Older Men","Wahjoepramono EJ, Asih PR, Aniwiyanti V, Taddei K, Dhaliwal SS, Fuller SJ, Foster J, Carruthers M, Verdile G, Sohrabi HR, Martins RN.","CNS Neurol Disord Drug Targets. 2016;15(3):337-43. doi: 10.2174/1871527315666151110125704.","Wahjoepramono EJ","CNS Neurol Disord Drug Targets","2016","2015/11/11","PMC5078598","","10.2174/1871527315666151110125704"
"31004685","The effects of short-term and long-term environmental enrichment on locomotion, mood-like behavior, cognition and hippocampal gene expression","Singhal G, Morgan J, Jawahar MC, Corrigan F, Jaehne EJ, Toben C, Breen J, Pederson SM, Hannan AJ, Baune BT.","Behav Brain Res. 2019 Aug 5;368:111917. doi: 10.1016/j.bbr.2019.111917. Epub 2019 Apr 17.","Singhal G","Behav Brain Res","2019","2019/04/21","","","10.1016/j.bbr.2019.111917"
"31945381","Chronic oral treatment with risperidone impairs recognition memory and alters brain-derived neurotrophic factor and related signaling molecules in rats","Poddar I, Callahan PM, Hernandez CM, Pillai A, Yang X, Bartlett MG, Terry AV Jr.","Pharmacol Biochem Behav. 2020 Feb;189:172853. doi: 10.1016/j.pbb.2020.172853. Epub 2020 Jan 13.","Poddar I","Pharmacol Biochem Behav","2020","2020/01/17","","","10.1016/j.pbb.2020.172853"
"28213064","Juvenile treatment with a novel mGluR2 agonist/mGluR3 antagonist compound, LY395756, reverses learning deficits and cognitive flexibility impairments in adults in a neurodevelopmental model of schizophrenia","Li ML, Gulchina Y, Monaco SA, Xing B, Ferguson BR, Li YC, Li F, Hu XQ, Gao WJ.","Neurobiol Learn Mem. 2017 Apr;140:52-61. doi: 10.1016/j.nlm.2017.02.004. Epub 2017 Feb 16.","Li ML","Neurobiol Learn Mem","2017","2017/02/19","PMC5860881","NIHMS950065","10.1016/j.nlm.2017.02.004"
"28385751","Noise sensitivities in dogs: a new licensed treatment option","McPeake K, Affenzeller N, Mills D.","Vet Rec. 2017 Apr 8;180(14):353-355. doi: 10.1136/vr.j1644.","McPeake K","Vet Rec","2017","2017/04/08","","","10.1136/vr.j1644"
"32508719","Goats Follow Human Pointing Gestures in an Object Choice Task","Nawroth C, Martin ZM, McElligott AG.","Front Psychol. 2020 May 19;11:915. doi: 10.3389/fpsyg.2020.00915. eCollection 2020.","Nawroth C","Front Psychol","2020","2020/06/09","PMC7248431","","10.3389/fpsyg.2020.00915"
"31273235","All-Male Groups in Asian Elephants: A Novel, Adaptive Social Strategy in Increasingly Anthropogenic Landscapes of Southern India","Srinivasaiah N, Kumar V, Vaidyanathan S, Sukumar R, Sinha A.","Sci Rep. 2019 Jul 4;9(1):8678. doi: 10.1038/s41598-019-45130-1.","Srinivasaiah N","Sci Rep","2019","2019/07/06","PMC6609637","","10.1038/s41598-019-45130-1"
"28144221","Size Matters: Observed and Modeled Camouflage Response of European Cuttlefish (Sepia officinalis) to Different Substrate Patch Sizes during Movement","Josef N, Berenshtein I, Rousseau M, Scata G, Fiorito G, Shashar N.","Front Physiol. 2017 Jan 17;7:671. doi: 10.3389/fphys.2016.00671. eCollection 2016.","Josef N","Front Physiol","2017","2017/02/02","PMC5239790","","10.3389/fphys.2016.00671"
"30557770","Social housing protects against age-related working memory decline independently of physical enrichment in rats","Templer VL, Wise TB, Heimer-McGinn VR.","Neurobiol Aging. 2019 Mar;75:117-125. doi: 10.1016/j.neurobiolaging.2018.11.016. Epub 2018 Nov 23.","Templer VL","Neurobiol Aging","2019","2018/12/18","PMC6349534","NIHMS1516773","10.1016/j.neurobiolaging.2018.11.016"
"28558121","Early-life stress diminishes the increase in neurogenesis after exercise in adult female mice","Abbink MR, Naninck EFG, Lucassen PJ, Korosi A.","Hippocampus. 2017 Aug;27(8):839-844. doi: 10.1002/hipo.22745. Epub 2017 Jun 6.","Abbink MR","Hippocampus","2017","2017/05/31","","","10.1002/hipo.22745"
"26514377","Hippocampal-dependent neurocognitive impairment following cranial irradiation observed in pre-clinical models: current knowledge and possible future directions","Tomé WA, Gökhan Ş, Gulinello ME, Brodin NP, Heard J, Mehler MF, Guha C.","Br J Radiol. 2016;89(1057):20150762. doi: 10.1259/bjr.20150762. Epub 2015 Oct 30.","Tomé WA","Br J Radiol","2016","2015/10/31","","","10.1259/bjr.20150762"
"30630929","Problem-solving males become more attractive to female budgerigars","Chen J, Zou Y, Sun YH, Ten Cate C.","Science. 2019 Jan 11;363(6423):166-167. doi: 10.1126/science.aau8181.","Chen J","Science","2019","2019/01/12","","","10.1126/science.aau8181"
"30215130","[Oxytocin in schizophrenia : Evidence for an etiological and therapeutic relevance of the social neuromodulator]","Luckhaus C, Juckel G, Hurlemann R.","Nervenarzt. 2019 Mar;90(3):277-284. doi: 10.1007/s00115-018-0615-0.","Luckhaus C","Nervenarzt","2019","2018/09/15","","","10.1007/s00115-018-0615-0"
"28924994","Workshop on evaluation of pediatric long-term neurocognitive development and medical products","McMahon AW, Kapcala LP, Sheridan PH.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1428-1430. doi: 10.1002/pds.4306. Epub 2017 Sep 19.","McMahon AW","Pharmacoepidemiol Drug Saf","2017","2017/09/20","PMC5753999","NIHMS924641","10.1002/pds.4306"
